const,country,rated,awards,is_adult
tt0113071,"United States, United Kingdom",PG-13,,
tt0113198,"United States, Australia, France, Canada, Spain",G,5 nominations total,
tt0113436,Italy,,,
tt0113492,"United States, Netherlands, United Kingdom",R,2 wins & 5 nominations total,
tt0113855,United States,PG-13,1 win & 3 nominations total,
tt0114078,Italy,,4 wins & 4 nominations,
tt0114079,Italy,,2 nominations,
tt0114148,United States,G,Won 2 Oscars. 16 wins & 7 nominations total,
tt0114386,Italy,,,
tt0114806,Italy,,,
tt0114820,Italy,,,
tt0114844,Italy,,1 nomination,
tt0114898,United States,PG-13,Nominated for 1 Oscar. 6 wins & 9 nominations total,
tt0115433,"United States, United Kingdom",G,Nominated for 1 BAFTA Award3 wins & 10 nominations total,
tt0115446,Italy,,,
tt0115794,"Italy, Spain, France",,1 win,
tt0115798,United States,PG-13,3 wins & 2 nominations total,
tt0115899,Italy,,9 wins & 9 nominations,
tt0115986,United States,R,2 wins & 3 nominations total,
tt0116279,Italy,,,
tt0116583,United States,G,Nominated for 1 Oscar. 8 wins & 26 nominations total,
tt0116629,United States,PG-13,Won 1 Oscar. 35 wins & 35 nominations total,
tt0116942,Italy,,4 nominations,
tt0117060,United States,PG-13,3 wins & 17 nominations total,
tt0117218,United States,PG-13,Won 1 Oscar. 10 wins & 12 nominations total,
tt0117500,United States,R,Nominated for 1 Oscar. 9 wins & 10 nominations total,
tt0117571,United States,R,12 wins & 11 nominations total,
tt0117705,United States,PG,5 wins & 8 nominations total,
tt0117723,United States,PG-13,,
tt0117725,Italy,Approved,,
tt0117765,United States,R,8 wins & 4 nominations total,
tt0117998,United States,PG-13,Nominated for 2 Oscars. 11 wins & 17 nominations total,
tt0118571,United States,R,Nominated for 2 Oscars. 7 wins & 13 nominations total,
tt0118617,United States,G,Nominated for 2 Oscars. 10 wins & 23 nominations total,
tt0118688,"United States, United Kingdom",PG-13,10 wins & 22 nominations total,
tt0118689,"United Kingdom, United States",PG-13,2 wins & 1 nomination total,
tt0118799,Italy,PG-13,Won 3 Oscars. 72 wins & 52 nominations total,
tt0118998,United States,PG-13,4 wins & 10 nominations,
tt0119116,"France, United Kingdom",PG-13,Nominated for 1 Oscar. 10 wins & 39 nominations total,
tt0119164,"United Kingdom, United States",R,Won 1 Oscar. 37 wins & 35 nominations total,
tt0119169,Italy,,3 nominations,
tt0119173,"United States, United Kingdom",R,2 wins & 3 nominations total,
tt0119282,United States,G,Nominated for 1 Oscar. 9 wins & 16 nominations total,
tt0119395,"United Kingdom, France, Germany, Japan, United States",R,1 win & 4 nominations total,
tt0119567,United States,PG-13,Nominated for 1 Oscar. 4 wins & 28 nominations total,
tt0119654,United States,PG-13,Won 1 Oscar. 22 wins & 39 nominations total,
tt0119889,Italy,R,2 nominations,
tt0120082,United States,R,8 wins & 13 nominations total,
tt0120148,"United Kingdom, United States",PG-13,Nominated for 1 BAFTA Award6 wins & 4 nominations total,
tt0120338,United States,PG-13,Won 11 Oscars. 126 wins & 84 nominations total,
tt0120363,United States,G,Nominated for 1 Oscar. 21 wins & 27 nominations total,
tt0120382,United States,PG,Nominated for 3 Oscars. 41 wins & 69 nominations total,
tt0120587,"United States, United Kingdom",PG,Nominated for 1 BAFTA Award6 wins & 14 nominations total,
tt0120591,United States,PG-13,Nominated for 4 Oscars. 15 wins & 41 nominations total,
tt0120616,United States,PG-13,Nominated for 1 Oscar. 5 wins & 24 nominations total,
tt0120657,United States,R,2 wins & 2 nominations total,
tt0120663,"United Kingdom, United States",R,12 wins & 30 nominations total,
tt0120681,"United States, United Kingdom, Czech Republic",R,15 nominations total,
tt0120685,"United States, Japan",PG-13,10 wins & 13 nominations total,
tt0120737,"New Zealand, United States, United Kingdom",PG-13,Won 4 Oscars. 125 wins & 126 nominations total,
tt0120744,"United Kingdom, United States",PG-13,3 wins & 4 nominations total,
tt0120746,"United States, Mexico, Germany",PG-13,Nominated for 2 Oscars. 9 wins & 18 nominations total,
tt0120755,"Germany, United States",PG-13,12 wins & 20 nominations total,
tt0120762,United States,G,Nominated for 1 Oscar. 17 wins & 21 nominations total,
tt0120794,"United States, Canada",PG,Won 1 Oscar. 12 wins & 27 nominations total,
tt0120815,United States,R,Won 5 Oscars. 79 wins & 75 nominations total,
tt0120855,"United States, Japan",G,Won 1 Oscar. 11 wins & 23 nominations total,
tt0120910,United States,G,4 wins & 7 nominations total,
tt0120915,"United States, United Kingdom",PG,Nominated for 3 Oscars. 28 wins & 71 nominations total,
tt0121122,"Taiwan, Hong Kong",,,
tt0121665,Argentina,,,
tt0122029,"Taiwan, Hong Kong",R,,
tt0122195,"Italy, France",,,
tt0122398,Italy,,,
tt0122434,Italy,,,
tt0122493,Italy,,,
tt0122505,Italy,,,
tt0122509,Italy,14,,
tt0122513,Italy,Approved,,
tt0122597,Italy,,,
tt0122600,Italy,,,
tt0122629,Italy,,,
tt0122679,"Italy, France",,,
tt0122735,Italy,G,2 wins,
tt0122779,Italy,,,
tt0122903,United States,X,,1
tt0122943,United States,X,,1
tt0123843,Italy,,,
tt0123910,Italy,Approved,,
tt0124491,United States,X,1 win,1
tt0124730,United States,X,,1
tt0124836,Hong Kong,,,
tt0125296,United States,X,,1
tt0125331,United States,,,1
tt0125439,"United Kingdom, United States",PG-13,Won 1 BAFTA Award11 wins & 17 nominations total,
tt0125685,Italy,Approved,,
tt0125747,Italy,,,
tt0125815,Turkey,,,
tt0125826,Italy,Approved,,
tt0125829,Italy,Approved,,
tt0125881,Italy,,,
tt0125945,Italy,R,,
tt0125986,Italy,,,
tt0126029,United States,PG,Won 1 Oscar. 40 wins & 60 nominations total,
tt0126098,United States,X,1 win & 2 nominations,1
tt0126263,Italy,,,
tt0126320,Italy,,2 nominations total,
tt0126407,Italy,Approved,,
tt0126443,Italy,,,
tt0126453,Italy,X,,1
tt0126559,Italy,14,,
tt0126581,United States,X,,1
tt0126620,Italy,,,1
tt0126718,Italy,,,1
tt0126719,Italy,,,1
tt0127113,United States,X,,1
tt0127161,United States,X,,1
tt0127207,United States,X,,
tt0127575,United States,,,
tt0127801,United States,X,,1
tt0127830,United States,X,,1
tt0127854,"Belgium, France, West Germany",X,,1
tt0128121,"Italy, France",,,
tt0128330,Italy,14,,
tt0128350,Italy,14,,
tt0128358,Italy,,,
tt0128361,Italy,,,
tt0128447,"Italy, France",,,
tt0128673,United States,R,,
tt0128683,United States,X,12 wins & 5 nominations,1
tt0128684,United States,X,4 wins & 2 nominations,1
tt0128685,United States,X,4 wins & 2 nominations,1
tt0128686,United States,X,4 wins & 2 nominations total,1
tt0128709,United States,X,,1
tt0129034,"France, Canada",X,,
tt0129271,Italy,,,
tt0129387,United States,R,17 wins & 17 nominations total,
tt0129511,Italy,,,
tt0129909,United States,,,
tt0130261,Czechoslovakia,,2 wins,
tt0130623,United States,PG,4 wins & 23 nominations total,
tt0130639,"Japan, Australia",,,
tt0131499,Italy,14,,
tt0131500,Italy,14,,
tt0131503,Italy,,,
tt0131525,"Italy, France",,,
tt0131720,"Italy, France",Approved,,
tt0132476,Italy,X,1 nomination,1
tt0132892,"France, Italy",,,
tt0132910,"Germany, United States",R,,
tt0133152,United States,PG-13,Nominated for 2 BAFTA 11 wins & 32 nominations total,
tt0133385,"France, Italy, Germany",,4 wins & 1 nomination total,
tt0134056,United States,Approved,,
tt0134084,United States,R,6 wins & 5 nominations total,
tt0134436,France,X,,1
tt0134596,Italy,,,
tt0134668,"Italy, Argentina",,1 win,
tt0134747,Italy,,,
tt0134821,Italy,Approved,,
tt0134893,Italy,,,
tt0134904,"Italy, Colombia",Approved,,
tt0134906,Italy,,,
tt0135171,"France, Italy",,,
tt0136484,France,K-16,,
tt0136511,France,,,
tt0136524,Romania,,,
tt0136595,"Italy, Spain",,,
tt0136975,France,,,
tt0137437,"Argentina, Mexico",,,
tt0137494,"United Kingdom, Germany, United States, Malaysia",PG-13,4 wins & 6 nominations total,
tt0137551,United States,X,,1
tt0137795,France,,,
tt0138097,"United Kingdom, United States",R,Won 7 Oscars. 65 wins & 87 nominations total,
tt0138324,Italy,,1 nomination,
tt0138461,"West Germany, Italy, France",,,
tt0138524,United States,PG-13,3 nominations total,
tt0138650,Italy,,,
tt0138749,"United States, Canada, France",PG,1 win & 12 nominations total,
tt0138782,"Austria, West Germany, Italy",,,
tt0139222,"France, Italy",,,
tt0139288,"United States, Switzerland",PG,,
tt0139462,United States,PG-13,6 nominations,
tt0139510,Italy,,,
tt0139554,Italy,,,
tt0139681,Italy,,2 wins,
tt0139820,Japan,,,
tt0140357,"France, Belgium",,,
tt0140366,"France, Italy",,,
tt0140385,Italy,,,
tt0140425,France,,,
tt0140490,Italy,Approved,,
tt0140491,Italy,14,,
tt0140529,Italy,,,
tt0140531,Italy,,,
tt0140547,Italy,,1 nomination total,
tt0140905,France,,,
tt0141446,"France, West Germany",,,
tt0141673,"France, Italy",,1 nomination total,
tt0142688,"France, Spain, United States",R,2 wins & 5 nominations total,
tt0142782,France,6,,
tt0142892,Japan,,,
tt0142969,"France, Czechoslovakia",,,
tt0143088,"France, Italy",,1 nomination,
tt0143246,France,,,
tt0143615,Switzerland,X,,1
tt0143686,France,,,
tt0143775,France,,,
tt0143822,Italy,Approved,,
tt0143881,Italy,,,
tt0143976,France,,,
tt0144155,Italy,,,
tt0144626,Italy,,,
tt0144697,Italy,,,
tt0144877,Italy,,,1
tt0145020,Italy,,,
tt0145461,Switzerland,,,
tt0146228,"Italy, West Germany",,,1
tt0146268,Italy,,,
tt0146316,"United Kingdom, Germany, Japan, United States",PG-13,4 wins & 21 nominations total,
tt0146365,"France, Canada",,,
tt0146675,United States,R,1 win & 7 nominations total,
tt0147052,United States,,,
tt0147245,United States,X,,1
tt0147310,Italy,,,
tt0147353,Italy,,,
tt0147374,Italy,,,
tt0147527,Italy,,,
tt0147550,Italy,,,
tt0147558,Italy,,,
tt0148086,"Italy, Spain",,,
tt0148508,Italy,PG-13,1 nomination,
tt0148540,"Canada, France",,,1
tt0148615,Italy,X,,
tt0148642,Italy,,,
tt0148677,"Italy, Argentina",,,
tt0148703,Italy,,,
tt0149295,"Italy, France",,,
tt0149677,Italy,PG,,
tt0149804,Italy,,,
tt0150035,Italy,,,
tt0150056,Italy,,,
tt0150180,Italy,15,,
tt0150189,Italy,,,
tt0150409,Italy,,,
tt0150411,Italy,,,
tt0150414,Italy,,,
tt0150477,Italy,,,
tt0150548,Italy,,,
tt0150661,West Germany,X,,
tt0150698,Italy,,,
tt0151336,West Germany,,,
tt0151422,Italy,,,
tt0151495,Italy,Approved,,
tt0151558,United States,,,
tt0152074,Italy,,,
tt0152086,Poland,,,
tt0152367,"France, Italy",,,
tt0152372,Italy,,,
tt0152373,Italy,,,
tt0152718,Italy,,,
tt0153342,"Italy, Spain, West Germany",,,
tt0153521,Italy,,,
tt0153552,Italy,,,
tt0153554,"Italy, France",Approved,,
tt0153599,Italy,,,
tt0154144,Italy,14,,
tt0154266,France,,,
tt0154297,France,,,
tt0154461,France,,,
tt0154469,France,,,
tt0154551,"France, Italy",,,
tt0155306,Italy,R,,
tt0155463,Italy,,1 nomination,
tt0155528,"Philippines, United States",R,,
tt0155678,Italy,,,
tt0155681,Italy,,1 win & 1 nomination,
tt0155685,"France, Italy",,,
tt0155955,France,,,
tt0156033,France,,,
tt0156091,Italy,,,
tt0156193,Italy,,,
tt0156329,Italy,,,
tt0156740,West Germany,,,
tt0157361,Italy,,,
tt0157377,Italy,,,
tt0157532,Italy,X,,1
tt0157743,West Germany,,1 win,
tt0157798,France,,,
tt0157936,Italy,,,
tt0158229,Italy,,,
tt0158303,France,,,
tt0158462,Italy,,,
tt0158512,Italy,X,,1
tt0158524,Italy,,,
tt0158525,United States,,,1
tt0158589,Italy,,,
tt0158847,Italy,,,
tt0158852,Italy,,,
tt0158873,Italy,,,
tt0158900,Italy,,,
tt0159150,Italy,,,
tt0159317,Italy,,,
tt0159336,Italy,,,
tt0159337,Italy,,,
tt0159359,Italy,,,
tt0159529,Hong Kong,R,,
tt0159611,Italy,,,
tt0159634,France,,,
tt0159670,United States,,1 win.,1
tt0159676,France,,,
tt0159819,Italy,,,
tt0160110,Italy,,,
tt0160699,France,,1 win & 1 nomination,
tt0160794,France,,,
tt0161071,France,,,
tt0161081,United States,PG-13,7 wins & 7 nominations total,
tt0161389,Italy,,,
tt0161397,Italy,,,
tt0161402,Italy,,,
tt0161849,Italy,,,
tt0161966,Italy,,,
tt0162026,Italy,,,
tt0162234,Italy,,,
tt0162242,Italy,,,
tt0162244,Italy,,,
tt0162292,United States,Passed,,
tt0162460,Italy,,,
tt0163025,United States,PG-13,5 wins & 16 nominations total,
tt0163187,United States,PG,6 wins & 11 nominations total,
tt0163600,Italy,,,
tt0163606,France,,,
tt0163651,United States,R,9 wins & 14 nominations total,
tt0163802,Italy,,,
tt0163897,Italy,,,
tt0163978,"United Kingdom, United States",R,7 nominations total,
tt0164000,Italy,,,
tt0164052,"Germany, United States",R,Nominated for 1 Oscar. 7 wins & 15 nominations total,
tt0164060,Italy,,,
tt0164161,Italy,,,
tt0164222,Italy,,,
tt0164378,Taiwan,R,,
tt0164415,"Taiwan, Hong Kong",R,,
tt0164455,"Hong Kong, Taiwan",R,,
tt0164489,Hong Kong,,,
tt0164519,Italy,,3 wins & 4 nominations,
tt0164750,Japan,R,,
tt0164835,Hong Kong,,,
tt0164912,"Germany, United States",PG,Nominated for 1 Oscar. 7 wins & 14 nominations total,
tt0165117,Hong Kong,R,,
tt0165152,"Taiwan, Hong Kong",R,,
tt0165160,Hong Kong,R,,
tt0165197,Hong Kong,,,
tt0165204,Taiwan,,,
tt0165688,Italy,,,
tt0165741,"Taiwan, Hong Kong",,,
tt0165938,United States,Approved,,
tt0166087,Italy,,,
tt0166112,Italy,,,
tt0166134,Italy,,,
tt0166138,"Italy, Yugoslavia",,,
tt0166150,Italy,,,
tt0166166,United States,,,
tt0166171,Italy,,,
tt0166190,Italy,,,
tt0166197,Italy,,,
tt0166335,Italy,,,
tt0166380,"Italy, France",,,
tt0166390,Italy,,,
tt0166548,Italy,,,
tt0166556,Italy,,4 nominations,
tt0166572,Italy,VM14,,
tt0166614,West Germany,,,
tt0166633,West Germany,,,1
tt0166674,Italy,,,
tt0167086,"Italy, Tunisia",,,
tt0167260,"New Zealand, United States",PG-13,Won 11 Oscars. 215 wins & 124 nominations total,
tt0167261,"New Zealand, United States",PG-13,Won 2 Oscars. 132 wins & 138 nominations total,
tt0167404,United States,PG-13,Nominated for 6 Oscars. 37 wins & 56 nominations total,
tt0167852,Italy,,,
tt0167862,Italy,,,
tt0167947,Italy,,1 nomination,
tt0168201,Italy,TV-14,,
tt0168265,Italy,,1 win & 1 nomination,
tt0168687,Italy,,,
tt0168689,Italy,,,
tt0168690,"Italy, France",,,
tt0168694,Italy,,,
tt0169548,Italy,Approved,1 nomination,
tt0169817,"Italy, France",,,
tt0169846,"Italy, Argentina",,,
tt0170559,Italy,,,
tt0171038,Italy,,,
tt0171276,Italy,Approved,,
tt0171363,United States,PG-13,4 wins & 14 nominations total,
tt0171448,Yugoslavia,,,
tt0171510,Italy,,,
tt0171669,Italy,,1 win,
tt0172116,Italy,,,
tt0172346,"Italy, France",Approved,,
tt0172416,"Italy, France, Lebanon",,,
tt0172613,Italy,,,
tt0172903,Yugoslavia,,,
tt0173831,Italy,,,
tt0173895,West Germany,,,
tt0174105,Italy,Approved,,
tt0174476,Czechoslovakia,,1 win & 2 nominations,
tt0174480,United States,PG-13,3 nominations total,
tt0174676,United States,,,
tt0174931,Italy,18,,
tt0175142,United States,R,7 wins & 6 nominations total,
tt0175633,Italy,,,
tt0175634,"Italy, France",,,
tt0176410,Italy,,,1
tt0176754,Italy,,,
tt0176756,Italy,,,
tt0176999,"France, Italy",G,,
tt0177032,"West Germany, Greece",R,,
tt0177798,Italy,,,
tt0178337,United States,Approved,,
tt0178408,France,,,1
tt0178515,Italy,,,
tt0178516,"Italy, France",Approved,,
tt0178543,Italy,,,
tt0178656,France,,,1
tt0178658,France,,,1
tt0178818,France,,,1
tt0178841,France,,,1
tt0178949,"United States, France",X,,1
tt0179174,Italy,Approved,3 nominations,
tt0179463,Italy,,,
tt0179881,Italy,,,
tt0179905,Italy,,,
tt0180026,"Yugoslavia, United States",,,
tt0180270,"Yugoslavia, East Germany",,,
tt0180482,Italy,Approved,,
tt0180502,Italy,X,,1
tt0180919,Italy,,,1
tt0181613,Italy,Approved,,
tt0181630,West Germany,,,1
tt0181852,"United Kingdom, Germany, United States",R,3 wins & 24 nominations total,
tt0182266,Italy,,,
tt0182293,Italy,,,
tt0182379,"Italy, France",,1 nomination total,
tt0182662,"Italy, West Germany",,,
tt0182892,Japan,,,
tt0183428,"Italy, West Germany",G,,
tt0183449,Italy,,,
tt0183451,Italy,,,
tt0183476,Italy,,,
tt0183505,United States,R,2 wins & 4 nominations total,
tt0183673,Italy,,2 nominations,
tt0183963,Turkey,,,
tt0184659,Brazil,,,
tt0185277,Greece,R,,
tt0185464,Italy,,,
tt0185465,Italy,,,
tt0185467,Italy,,,
tt0185874,Italy,,,
tt0185891,Italy,,,
tt0185937,United States,R,23 wins & 27 nominations total,
tt0186030,France,,,
tt0186083,"Taiwan, Hong Kong",,,
tt0186088,"Taiwan, Hong Kong",,,
tt0186112,"Taiwan, South Korea",,,
tt0186124,Taiwan,,,
tt0186396,Italy,,,
tt0186517,Italy,,,
tt0186531,Italy,,2 wins,
tt0186532,Italy,,,
tt0186536,Italy,,,
tt0186544,Italy,,,
tt0186680,"Italy, France",Approved,,
tt0186827,"France, Italy",,,
tt0187022,"United States, France",X,,1
tt0187039,United States,,,
tt0187075,"Hong Kong, Thailand",,,
tt0187252,Hong Kong,,2 wins & 1 nomination,
tt0187292,Italy,,,
tt0187299,"Italy, France",,,
tt0187303,Italy,,,
tt0187307,Italy,,,1
tt0187363,"France, Italy",,,
tt0187393,"Germany, United States",R,Nominated for 3 Oscars. 9 wins & 23 nominations total,
tt0187700,"Italy, France",,,
tt0188071,Italy,Approved,,
tt0188083,Italy,,,
tt0188269,Italy,,,
tt0188410,Italy,,,
tt0188486,United States,X,1 nomination,1
tt0188573,France,,,
tt0188740,Hong Kong,R,,
tt0188970,Italy,,,
tt0188984,United States,X,1 nomination,1
tt0189151,Taiwan,,,
tt0189229,Italy,,,
tt0189408,Italy,,,
tt0189568,Italy,14,,1
tt0189634,"France, Belgium, United States",R,,
tt0189840,Italy,,,
tt0190181,United Kingdom,,,
tt0190332,"China, Taiwan, Hong Kong, United States",PG-13,Won 4 Oscars. 101 wins & 132 nominations total,
tt0190637,West Germany,X,1 nomination,1
tt0190641,Japan,G,3 wins & 6 nominations total,
tt0190793,Italy,,,1
tt0190940,Italy,,,
tt0190969,"Italy, France",,,1
tt0191127,"Hong Kong, Taiwan",R,,
tt0191305,France,,,
tt0191477,United States,X,,1
tt0191546,Italy,,,
tt0191629,Italy,,,
tt0191841,Italy,,,1
tt0192224,Japan,R,,
tt0192454,"Italy, France",,1 win & 2 nominations,
tt0193074,France,,,
tt0193141,Italy,,,1
tt0193154,France,,,
tt0193605,"Italy, Yugoslavia",,,
tt0194233,Italy,,,
tt0194268,Italy,,,
tt0194658,Italy,,,
tt0194682,Italy,,,
tt0194837,"Italy, Iran",,,
tt0194876,Italy,,,
tt0195009,Italy,,,1
tt0195133,"Italy, Yugoslavia, France",,,
tt0195173,Italy,,,
tt0195192,Italy,,,
tt0195208,France,,,
tt0195220,Italy,,,
tt0195248,Italy,14,,
tt0195358,France,,,
tt0195427,France,X,,1
tt0195699,Italy,,,
tt0195714,"United States, Canada",R,3 wins & 5 nominations total,
tt0195887,United States,X,,1
tt0195973,Austria,,1 nomination,
tt0196018,Italy,,,
tt0196089,Italy,,,1
tt0196090,"Italy, United Kingdom",,,
tt0196113,"Taiwan, Hong Kong, Thailand, Japan",,,
tt0196119,United States,X,,1
tt0196326,United States,X,1 nomination,1
tt0196779,West Germany,,,1
tt0196881,"Italy, France",PG,,
tt0196886,Italy,,,
tt0196889,Italy,,,
tt0197010,United States,X,,1
tt0197022,France,,,
tt0197235,Italy,,,
tt0197363,Italy,,,
tt0197612,France,,,
tt0197674,France,,,
tt0197790,Italy,14,,
tt0197793,Italy,,,1
tt0197806,Italy,,,
tt0197807,Italy,,,
tt0197997,"Italy, France",Approved,,
tt0198340,Greece,,,
tt0198482,Italy,,,
tt0198611,Taiwan,,,
tt0198708,Italy,,,
tt0198711,Italy,,,
tt0198713,Italy,,,
tt0198749,Italy,,,
tt0198781,United States,G,Won 1 Oscar. 15 wins & 38 nominations total,
tt0198810,Italy,,,
tt0198836,Italy,,,
tt0198859,Italy,,,
tt0198876,Italy,,,
tt0198894,Italy,,,
tt0198930,Italy,,,
tt0198939,Italy,,,
tt0198946,Italy,,,
tt0198968,Italy,,,
tt0199034,United States,X,1 nomination,1
tt0199301,Italy,,,
tt0199339,Italy,,,
tt0199763,Hong Kong,,,
tt0199824,"Taiwan, Hong Kong",,,
tt0199877,"Taiwan, Hong Kong",,,
tt0199987,"Taiwan, Hong Kong",R,,
tt0200017,Taiwan,,,
tt0200021,Italy,,,
tt0200026,Italy,,,
tt0200030,Italy,,,
tt0200036,Italy,,,
tt0200096,Italy,,,
tt0200115,West Germany,,,1
tt0200150,Mexico,Approved,1 win & 4 nominations,
tt0200215,Italy,Approved,,
tt0200245,Italy,Approved,,
tt0200523,Argentina,,4 wins,
tt0201046,"France, West Germany",,,
tt0201055,Italy,,,
tt0201067,Italy,,,
tt0201175,Indonesia,R,,
tt0201204,Hong Kong,R,,
tt0201285,Argentina,13,,
tt0201308,Italy,,,1
tt0201317,Italy,,,1
tt0201365,Switzerland,,,
tt0202026,Taiwan,,,
tt0202541,Italy,,,1
tt0202571,Italy,,,
tt0202713,France,,,
tt0202792,Italy,Approved,1 nomination,
tt0202818,France,,,
tt0202956,Japan,,,
tt0203092,Italy,,,
tt0203105,Italy,,,
tt0203865,"Italy, Iran",,,
tt0203866,Italy,,,
tt0204142,Italy,,,
tt0204203,Italy,,,1
tt0204235,Italy,,,
tt0204265,Italy,,,1
tt0204430,Italy,,,1
tt0204580,Italy,,,
tt0204594,"Canada, Italy, Switzerland",,,1
tt0204812,Italy,,,
tt0204873,Italy,X,,1
tt0205430,"Italy, France",,,
tt0205714,Italy,,,
tt0206381,"France, Italy",,,
tt0206792,Japan,,,
tt0206874,United States,X,,1
tt0207201,United States,PG-13,5 wins & 9 nominations total,
tt0207295,France,,,
tt0207596,"France, Italy",,,
tt0208469,Italy,,,
tt0208470,Italy,,,
tt0208476,Italy,,,
tt0208946,Italy,X,,1
tt0208970,Italy,,,
tt0208973,Italy,,,
tt0209163,"United States, Morocco, United Kingdom, Jordan",PG-13,6 wins & 19 nominations total,
tt0209358,Italy,,,
tt0209390,Italy,,,
tt0209391,Italy,,,
tt0209414,"Taiwan, Hong Kong",,,
tt0210052,Italy,,,
tt0210076,Italy,,,
tt0210225,Italy,Approved,,
tt0210234,"Japan, United States",G,2 nominations total,
tt0210323,Italy,,,1
tt0210325,Italy,,,
tt0210330,Italy,X,,1
tt0210353,Italy,,,
tt0210354,Italy,,,
tt0211033,Italy,,,
tt0211040,"Italy, France",,,
tt0211060,"Italy, France",,,
tt0211068,Italy,14,,
tt0211181,"United States, United Kingdom, Monaco",G,Nominated for 1 Oscar. 1 win & 8 nominations total,
tt0211331,France,,,
tt0211597,United States,X,,1
tt0211678,Italy,,,
tt0211682,Italy,,,
tt0211711,Italy,,,
tt0211712,Italy,,,
tt0212259,Italy,,,1
tt0212330,Italy,,,1
tt0212332,Italy,,,1
tt0212341,Italy,Approved,,1
tt0212603,Italy,,,1
tt0212985,"United Kingdom, Italy, United States",R,9 wins & 25 nominations total,
tt0213235,Italy,,,
tt0213237,Italy,,,1
tt0213847,"Italy, United States",R,Nominated for 2 Oscars. 7 wins & 21 nominations total,
tt0214230,Italy,,,
tt0214258,"Italy, Japan",PG,,
tt0214261,Italy,,,
tt0215297,Italy,,,
tt0215319,Italy,,,
tt0215320,"Italy, France",,,
tt0215321,Italy,,,
tt0215327,Italy,,,
tt0215659,France,,,
tt0216028,Japan,,,
tt0216355,Italy,,,
tt0216356,Italy,,,
tt0216361,Italy,,,
tt0216371,Italy,,,
tt0216379,Italy,,,1
tt0216392,Italy,,,
tt0216399,Italy,,,
tt0216546,Italy,,,
tt0216848,France,,,
tt0217779,France,,,
tt0218172,France,,,1
tt0218257,Mexico,,1 nomination,
tt0218380,France,,,
tt0220827,Italy,R,2 nominations total,
tt0221327,Italy,,,
tt0221336,Italy,,,
tt0222396,"Italy, West Germany",,,
tt0223554,Italy,,,
tt0223559,"Italy, Yugoslavia",,,
tt0226253,Japan,,,
tt0228728,"Canada, France",,,
tt0230011,"United States, Japan",PG,2 wins & 14 nominations total,
tt0230117,Canada,,,1
tt0230209,France,,,1
tt0230600,"Spain, France, United States",PG-13,Nominated for 2 BAFTA 29 wins & 55 nominations total,
tt0230639,France,,,
tt0231537,Greece,,,
tt0232114,Italy,,1 win,
tt0234946,"France, Belgium",,,
tt0235608,Mexico,,,
tt0235686,Italy,,,1
tt0236132,"France, Italy",,1 nomination,
tt0238330,"France, Italy",,,
tt0239594,"South Korea, United States",,5 wins,
tt0239806,Mexico,TV-14,,
tt0240426,France,,,
tt0241527,"United Kingdom, United States",PG,Nominated for 3 Oscars. 20 wins & 74 nominations total,
tt0242653,"United States, Australia",R,5 wins & 36 nominations total,
tt0243004,Mexico,,1 nomination,
tt0244384,Italy,,,
tt0244475,Mexico,,,
tt0245262,"West Germany, Italy",,,
tt0246939,Italy,,,
tt0247383,Germany,,,
tt0247923,Italy,,,1
tt0251305,United States,,,
tt0251420,France,,,
tt0251937,France,R,,1
tt0252083,Mexico,,,
tt0252432,France,,,
tt0252847,Greece,,,
tt0252866,United States,R,8 wins & 7 nominations total,
tt0252985,Italy,Approved,4 nominations total,
tt0254096,India,Approved,,
tt0255477,Italy,G,5 wins & 24 nominations total,
tt0256015,Italy,Approved,,
tt0256102,"West Germany, Turkey",,,
tt0257106,United States,R,3 wins & 5 nominations total,
tt0257153,"France, United States",R,,1
tt0257237,France,,,
tt0257632,Greece,,,
tt0259446,"Canada, United States, Germany",PG,Nominated for 1 Oscar. 20 wins & 29 nominations total,
tt0263626,Greece,,,
tt0265275,United Kingdom,,,
tt0265326,Greece,,,
tt0266543,"United States, Japan, Australia",G,Won 1 Oscar. 49 wins & 63 nominations total,
tt0266923,"France, Italy",,,
tt0268576,United States,,,
tt0268879,Italy,Approved,,
tt0269009,Italy,,,
tt0269443,Italy,,,
tt0269492,Mexico,R,1 nomination,
tt0270615,Mexico,,,
tt0271489,Italy,,,
tt0271502,France,,,1
tt0272188,"Canada, France",,,1
tt0274780,Mexico,,1 nomination,
tt0275668,Italy,,,
tt0276239,Mexico,,,
tt0276340,United States,,,
tt0277330,"France, West Germany",,,
tt0277637,Italy,,,
tt0279667,Italy,,,1
tt0279860,Mexico,,,
tt0280177,Mexico,,,
tt0280224,Turkey,,,
tt0282154,"Italy, Netherlands",,,
tt0283145,"Poland, Italy",,,
tt0283566,"Canada, France",,,1
tt0285960,France,,,
tt0286716,United States,PG-13,3 wins & 14 nominations total,
tt0288704,Greece,R,,
tt0289487,Greece,,,
tt0289511,Greece,,,1
tt0290240,Italy,,,
tt0290245,Italy,,,
tt0291939,Philippines,,1 nomination,
tt0294658,West Germany,X,,1
tt0295297,"United Kingdom, United States",PG,Won 1 BAFTA Award14 wins & 50 nominations total,
tt0295473,"Italy, Spain",Approved,,
tt0296839,France,,,
tt0297882,Argentina,,,
tt0298130,"United States, Japan",PG-13,14 wins & 12 nominations total,
tt0298203,United States,R,Won 1 Oscar. 17 wins & 21 nominations total,
tt0300900,West Germany,M/16,,
