date,const,title,income,source
1967-01-15,tt0204235,Da Istanbul ordine di uccidere,,Calendario 1967
1967-01-18,tt0057116,Nude per amare,,Calendario 1967
1967-01-20,tt0057257,Sfida selvaggia,,Calendario 1967
1967-01-21,tt0044419,Il grande cielo,,Calendario 1967
1967-01-22,tt0058862,30 Winchester per El Diablo,,Calendario 1967
1967-01-23,tt0055738,E il vento disperse la nebbia,,Calendario 1967
1967-01-24,tt0196090,7 donne d'oro contro due 07,,Calendario 1967
1967-01-25,tt0057644,Agente speciale Eva: missione Sex,,Calendario 1967
1967-01-30,tt0056825,Il ribelle dell'Anatolia (America America),,Calendario 1967
1967-01-31,tt0055636,Capricci borghesi (Daniela),,Calendario 1967
1967-02-02,tt0054382,Le gladiatrici,,Calendario 1967
1967-02-03,tt0059796,I cacciatori del lago d'argento,,Calendario 1967
1967-02-05,tt0058475,Le pistole non discutono,,Calendario 1967
1967-02-08,tt0057834,Il poliziotto 202,,Calendario 1967
1967-02-12,tt0057426,Intrigo a Stoccolma,,Calendario 1967
1967-02-13,tt0150035,"Canzoni, bulli e pupe",,Calendario 1967
1967-02-15,tt0057225,I re del sole,,Calendario 1967
1967-02-16,tt0059166,I 7 magnifici Jerry,,Calendario 1967
1967-02-17,tt0057511,La smania addosso,,Calendario 1967
1967-02-19,tt0061220,"Dio, come ti amo!",,Calendario 1967
1967-02-20,tt0054838,La spiata,,Calendario 1967
1967-02-21,tt0058232,Il ribelle di Algeri,,Calendario 1967
1967-02-23,tt0058043,I due gladiatori,,Calendario 1967
1967-02-24,tt0060863,Spogliarello per una vedova,,Calendario 1967
1967-02-26,tt0060320,L'uomo dalla pistola d'oro,,Calendario 1967
1967-02-27,tt0057656,Nel bene e nel male,,Calendario 1967
1967-03-01,tt0060155,Beau Geste,,Calendario 1967
1967-03-02,tt0058437,L'oltraggio,,Calendario 1967
1967-03-03,tt0054437,La vendetta di Ercole,,Calendario 1967
1967-03-04,tt0059651,La taglia,,Calendario 1967
1967-03-05,tt0059218,I gemelli del Texas,,Calendario 1967
1967-03-07,tt0059089,La calda pelle,,Calendario 1967
1967-03-09,tt0059432,Marie Chantal contro il dr. Kha,,Calendario 1967
1967-03-10,tt0050266,Il corsaro della mezza luna,,Calendario 1967
1967-03-11,tt0055885,Il tiranno di Siracusa,,Calendario 1967
1967-03-13,tt0049201,La pistola sepolta,,Calendario 1967
1967-03-14,tt0042379,La città nera,,Calendario 1967
1967-03-16,tt0060626,Gioco mortale,,Calendario 1967
1967-03-17,tt0059772,La spada di Alì Babà,,Calendario 1967
1967-03-19,tt0058929,L'avventuriero della Tortuga,,Calendario 1967
1967-03-20,tt0239806,Sfida implacabile,,Calendario 1967
1967-03-21,tt0206792,Assassinio di una ragazza squillo,,Calendario 1967
1967-03-22,tt0056512,Il sorpasso,,Calendario 1967
1967-03-26,tt0060692,Mi vedrai tornare,,Calendario 1967
1967-03-31,tt0026126,Gli allegri eroi,,Calendario 1967
1967-04-01,tt0128358,La montagna di luce,,Calendario 1967
1967-04-03,tt0057643,La ballata del boia,,Calendario 1967
1967-04-05,tt0141083,Operazione dollari,,Calendario 1967
1967-04-08,tt0060901,Ringo del Nebraska,,Calendario 1967
1967-04-10,tt0056656,Il limite della vergogna,,Calendario 1967
1967-04-14,tt0051436,I bucanieri,,Calendario 1967
1967-04-16,tt0059206,Oss 117 furia a Bahia,,Calendario 1967
1967-04-17,tt0063326,Gli amori di Angelica,,Calendario 1967
1967-04-19,tt0057997,Chi giace nella mia bara?,,Calendario 1967
1967-04-20,tt0053825,Stella di fuoco,,Calendario 1967
1967-04-24,tt0055408,Argos alla riscossa,,Calendario 1967
1967-04-27,tt0275668,La sfida dei giganti,,Calendario 1967
1967-04-28,tt0052583,Tutte le ragazze lo sanno,,Calendario 1967
1967-05-01,tt0050379,Addio alle armi,,Calendario 1967
1967-05-04,tt0058861,3 colpi di Winchester per Ringo,,Calendario 1967
1967-05-05,tt0141673,OSS 117 segretissimo,,Calendario 1967
1967-05-12,tt0054080,L'ultimo tango,,Calendario 1967
1967-05-13,tt0059449,Da 077: intrigo a Lisbona,,Calendario 1967
1967-05-15,tt0049432,L'ultima caccia,,Calendario 1967
1967-05-17,tt0208469,Una spada nell'ombra,,Calendario 1967
1967-05-19,tt0055621,Entrate senza bussare,,Calendario 1967
1967-05-21,tt0058632,I 4 volti della vendetta,,Calendario 1967
1967-05-28,tt0060051,"A 077, sfida ai killers",,Calendario 1967
1967-06-02,tt0211033,Tharus figlio di Attila,,Calendario 1967
1967-06-04,tt0060590,"Kindar, l'invulnerabile",,Calendario 1967
1967-06-05,tt0058091,Destino in agguato,,Calendario 1967
1967-06-07,tt0058941,Rio diablos,,Calendario 1967
1967-06-11,tt0055141,Marco Polo,,Calendario 1967
1967-06-18,tt0057064,Agguato sul grande fiume,,Calendario 1967
1967-06-19,tt0208470,Una spada per l'impero,,Calendario 1967
1967-06-22,tt0054259,Appuntamento con la vita,,Calendario 1967
1967-06-25,tt0061045,Superseven chiama Cairo,,Calendario 1967
1967-07-02,tt0059269,Ciclone sulla Giamaica,,Calendario 1967
1967-07-07,tt0058185,Lo sparviero dei Caraibi,,Calendario 1967
1967-07-09,tt0054851,Ercole alla conquista di Atlantide,,Calendario 1967
1967-07-10,tt0058323,Tra due fuochi,,Calendario 1967
1967-07-17,tt0056921,Pelle d'oca,,Calendario 1967
1967-07-22,tt0059337,Johnny West il mancino,,Calendario 1967
1967-07-28,tt0045041,L'ultima freccia,,Calendario 1967
1967-08-02,tt0059296,Sfida a Glory City,,Calendario 1967
1967-08-05,tt0058526,La rivolta dei pretoriani,,Calendario 1967
1967-08-09,tt0050858,Orgoglio e passione,,Calendario 1967
1967-08-10,tt0203866,Le sedicenni,,Calendario 1967
1967-08-11,tt0221336,La legge della Mafia,,Calendario 1967
1967-08-15,tt0058227,FBI - operazione vipera gialla,,Calendario 1967
1967-08-16,tt0058563,Le amanti del dr. Jekyll,,Calendario 1967
1967-08-17,tt0164161,Le 7 cinesi d'oro,,Calendario 1967
1967-08-19,tt0271489,Ercole l'invincibile,,Calendario 1967
1967-08-22,tt0057500,L'avventuriero di re Artù,,Calendario 1967
1967-08-23,tt0057974,Un priore per Scotland Yard,,Calendario 1967
1967-08-25,tt0054305,Venere selvaggia,,Calendario 1967
1967-08-27,tt0058345,L'ultimo gladiatore,,Calendario 1967
1967-09-01,tt0049285,Una pistola per un vile,,Calendario 1967
1967-09-03,tt0057038,L'eroe di Babilonia,,Calendario 1967
1967-09-05,tt0055564,Ulisse contro Ercole,,Calendario 1967
1967-09-07,tt0059876,Le quattro chiavi,,Calendario 1967
1967-09-10,tt0044517,Il corsaro dell'isola verde,,Calendario 1967
1967-09-16,tt0060125,L'armata Brancaleone,,Calendario 1967
1967-09-19,tt0061074,Le colt cantarono la morte e fu... tempo di massacro,,Calendario 1967
1967-09-20,tt0128447,"Sandok, il Maciste della giungla",,Calendario 1967
1967-09-21,tt0061799,Ringo e Gringo contro tutti,,Calendario 1967
1967-09-22,tt0059824,La città senza legge,,Calendario 1967
1967-09-24,tt0061598,I due figli di Ringo,,Calendario 1967
1967-09-26,tt0055938,2 samurai per 100 geishe,,Calendario 1967
1967-09-27,tt0039511,Il ritorno di Jess il bandito,,Calendario 1967
1967-09-28,tt0061889,Spia spione,,Calendario 1967
1967-09-29,tt0058296,Gli impetuosi,,Calendario 1967
1967-09-30,tt0060238,I 5 della vendetta,,Calendario 1967
1967-10-03,tt0058123,Crisantemi per un delitto,,Calendario 1967
1967-10-07,tt0056914,Il vendicatore del Texas,,Calendario 1967
1967-10-10,tt0060190,Un brivido sulla pelle,,Calendario 1967
1967-10-11,tt0050081,Berlino l'inferno dei vivi,,Calendario 1967
1967-10-12,tt0055073,L'occhio caldo del cielo,,Calendario 1967
1967-10-13,tt0059588,Il pianeta errante,,Calendario 1967
1967-10-17,tt0197363,La cieca di Sorrento,,Calendario 1967
1967-10-18,tt0056401,Una regina per Cesare,,Calendario 1967
1967-10-19,tt0059795,Il terzo giorno,,Calendario 1967
1967-10-20,tt0061525,L'uomo che uccise il suo carnefice,,Calendario 1967
1967-10-22,tt0061313,"10, 000 dollari per un massacro",,Calendario 1967
1967-10-25,tt0058617,Una storia di notte,,Calendario 1967
1967-10-26,tt0062473,Agente 4K2 chiede aiuto,,Calendario 1967
1967-10-27,tt0062194,Il ritorno del pistolero,,Calendario 1967
1967-10-29,tt0053434,Ultima notte a Warlock,,Calendario 1967
1967-10-31,tt0056451,Lo sceicco rosso,,Calendario 1967
1967-11-01,tt0056085,La conquista del West,,Calendario 1967
1967-11-07,tt0050496,La sfida dei fuorilegge,,Calendario 1967
1967-11-08,tt0060736,La preda nuda,,Calendario 1967
1967-11-09,tt0054135,Colpo grosso,,Calendario 1967
1967-11-12,tt0063040,Un gangster venuto da Brooklyn,,Calendario 1967
1967-11-15,tt0185891,Assalto al tesoro di stato,,Calendario 1967
1967-11-16,tt0060271,La calda preda,,Calendario 1967
1967-11-17,tt0056925,La spia sulla città,,Calendario 1967
1967-11-19,tt0061175,Una bara per Ringo,,Calendario 1967
1967-11-21,tt0041210,Il grande agguato,,Calendario 1967
1967-11-22,tt0058868,Delitto d'amore,,Calendario 1967
1967-11-24,tt0036065,La città rubata,,Calendario 1967
1967-11-25,tt0060762,Le notti della violenza,,Calendario 1967
1967-11-30,tt0049311,L'imboscata selvaggia,,Calendario 1967
1967-12-03,tt0058019,Far West,,Calendario 1967
1967-12-05,tt0042299,Il sentiero degli Apaches,,Calendario 1967
1967-12-08,tt0061218,Zorro il ribelle,,Calendario 1967
1967-12-10,tt0060325,Un dollaro tra i denti,,Calendario 1967
1967-12-13,tt0061049,Svegliati e uccidi,,Calendario 1967
1967-12-15,tt0054296,Sette strade al tramonto,,Calendario 1967
1967-12-16,tt0060746,Nessuno mi può giudicare,,Calendario 1967
1967-12-19,tt0060740,Giochi di notte,,Calendario 1967
1967-12-20,tt0056424,Gli amanti devono imparare,,Calendario 1967
1967-12-22,tt0033873,Duello mortale,,Calendario 1967
1967-12-27,tt0061008,"Spara forte, più forte... non capisco!",,Calendario 1967
1967-12-28,tt0208476,Spiaggia libera,,Calendario 1967
1967-12-29,tt0058575,Sette ore di fuoco,,Calendario 1967
1967-12-31,tt0063813,Voltati... ti uccido!,,Calendario 1967
1968-01-01,tt0052783,Joselito,,Calendario 1968
1968-01-02,tt0060081,Agente segreto 777 - Operazione Mistero,,Calendario 1968
1968-01-03,tt0060456,Come imparai ad amare le donne,,Calendario 1968
1968-01-06,tt0158900,Rita la zanzara,,Calendario 1968
1968-01-07,tt0061014,Le spie vengono dal semifreddo,,Calendario 1968
1968-01-11,tt0049966,Come le foglie al vento,,Calendario 1968
1968-01-14,tt0061458,Per il gusto di uccidere,,Calendario 1968
1968-01-17,tt0277637,Una colt in pugno al diavolo,,Calendario 1968
1968-01-26,tt0186827,Les Arnaud (Volgio vivere la mia vita),,Calendario 1968
1968-01-27,tt0166380,Tom Dollar,,Calendario 1968
1968-01-28,tt0043335,Il magnifico fuorilegge,,Calendario 1968
1968-01-30,tt0041625,Non si può continuare ad uccidere,,Calendario 1968
1968-01-31,tt0059035,Allarme dal cielo,,Calendario 1968
1968-02-01,tt0062182,Il grido di guerra dei sioux,,Calendario 1968
1968-02-02,tt0057954,La costa dei barbari,,Calendario 1968
1968-02-03,tt0061011,Le spie amano i fiori,,Calendario 1968
1968-02-05,tt0059415,Gli amori di una bionda,,Calendario 1968
1968-02-08,tt0061339,Agente speciale L.K.,,Calendario 1968
1968-02-10,tt0061090,Thompson 1880,,Calendario 1968
1968-02-13,tt0033038,La taverna dei 7 peccati,,Calendario 1968
1968-02-14,tt0059475,Operazione Zanzibar,,Calendario 1968
1968-02-17,tt0060970,Lo sceriffo che non spara,,Calendario 1968
1968-02-19,tt0057083,L'idolo di Acapulco,,Calendario 1968
1968-02-21,tt0187363,OSS 77: Operazione fior di loto,,Calendario 1968
1968-02-22,tt0053069,Vento di tempesta,,Calendario 1968
1968-02-23,tt0060704,Missione speciale Lady Chaplin,,Calendario 1968
1968-02-24,tt0061098,Spionaggio a Washington,,Calendario 1968
1968-02-26,tt0061995,La morte non conta i dollari,,Calendario 1968
1968-02-27,tt0049278,L'alba del gran giorno,,Calendario 1968
1968-03-01,tt0061000,Il più grande colpo del secolo,,Calendario 1968
1968-03-03,tt0063747,"Un uomo, un cavallo, una pistola",,Calendario 1968
1968-03-07,tt0061409,L'artiglio blu,,Calendario 1968
1968-03-08,tt0058858,Colpo grosso a Manila,,Calendario 1968
1968-03-11,tt0058137,"Donne, mitra e diamanti",,Calendario 1968
1968-03-12,tt0209390,Supercolpo da 7 miliardi,,Calendario 1968
1968-03-13,tt0061586,Le dolci signore,,Calendario 1968
1968-03-17,tt0136595,Vaya con dios gringo,,Calendario 1968
1968-03-19,tt0058976,Lo sperone nero,,Calendario 1968
1968-03-21,tt0050822,Bill il bandito,,Calendario 1968
1968-03-22,tt0060391,Fai in fretta ad uccidermi... ho freddo!,,Calendario 1968
1968-03-24,tt0061330,Addio mamma,,Calendario 1968
1968-03-26,tt0060067,Adiós gringo,,Calendario 1968
1968-03-27,tt0051179,Tamburi di guerra,,Calendario 1968
1968-03-28,tt0061112,Danger dimensione morte,,Calendario 1968
1968-03-29,tt0045249,Il massacro di Tombstone,,Calendario 1968
1968-03-30,tt0062114,Per 100.000 dollari t'ammazzo,,Calendario 1968
1968-04-02,tt0154551,Il triangolo del delitto,,Calendario 1968
1968-04-04,tt0055977,La signora sprint,,Calendario 1968
1968-04-05,tt0060249,Colpo maestro al servizio di Sua Maestà britannica,,Calendario 1968
1968-04-06,tt0060570,I grandi condottieri,,Calendario 1968
1968-04-08,tt0377733,Le folli veneri di Akira,,Calendario 1968
1968-04-09,tt0178543,Gungala la vergine della giungla,,Calendario 1968
1968-04-14,tt0061952,Il marchio di Kriminal,,Calendario 1968
1968-04-16,tt0171510,Mano di velluto,,Calendario 1968
1968-04-17,tt0052941,I ribelli del Kansas,,Calendario 1968
1968-04-18,tt0062829,Sinfonia di guerra,,Calendario 1968
1968-04-19,tt0062677,Arrriva Dorellik,,Calendario 1968
1968-04-21,tt0059710,La dea della città perduta,,Calendario 1968
1968-05-01,tt0057051,Faccio saltare la banca,,Calendario 1968
1968-05-02,tt0062270,Trappola per sette spie,,Calendario 1968
1968-05-04,tt0061381,Ballata per un pistolero,,Calendario 1968
1968-05-06,tt0042927,L'orda selvaggia,,Calendario 1968
1968-05-08,tt0049285,Una pistola per un vile,,Calendario 1968
1968-05-11,tt0052117,Missili in giardino,,Calendario 1968
1968-05-14,tt0054295,I sette ladri,,Calendario 1968
1968-05-18,tt0057122,I pistoleros di Casa Grande,,Calendario 1968
1968-05-21,tt0057002,Divorzio alla siciliana,,Calendario 1968
1968-05-22,tt0059545,La capanna dello zio Tom,,Calendario 1968
1968-05-29,tt0211331,L'ultimo quarto d'ora,,Calendario 1968
1968-05-30,tt0061948,L'uomo che viene da lontano,,Calendario 1968
1968-05-31,tt0059297,Gli occhi degli altri,,Calendario 1968
1968-06-01,tt0044413,Là dove scende il fiume,,Calendario 1968
1968-06-04,tt0062472,Carovana di fuoco,,Calendario 1968
1968-06-08,tt0071843,Un milione di dollari per sette assassini,,Calendario 1968
1968-06-11,tt0060842,I dominatori della prateria,,Calendario 1968
1968-06-12,tt0050171,Inno di battaglia,,Calendario 1968
1968-06-15,tt0062311,Straniero... fatti il segno della croce!,,Calendario 1968
1968-06-16,tt0195173,I predoni del Sahara,,Calendario 1968
1968-06-18,tt0046911,I diabolici,,Calendario 1968
1968-06-19,tt0052090,La prima notte,,Calendario 1968
1968-06-20,tt0061858,Gli assassini del karatè,,Calendario 1968
1968-06-23,tt0059452,Missione Caracas,,Calendario 1968
1968-06-25,tt0059156,Pelle di spia,,Calendario 1968
1968-06-26,tt0211040,Tiffany memorandum,,Calendario 1968
1968-06-28,tt0189408,Cadavere a spasso (Strana notte al Grand Hotel),,Calendario 1968
1968-07-01,tt0061867,Il pirata del re,,Calendario 1968
1968-07-03,tt0186680,Una voglia da morire,,Calendario 1968
1968-07-04,tt0060250,Sette killers a caccia del prof. 'Z',,Calendario 1968
1968-07-11,tt0056472,I sette gladiatori,,Calendario 1968
1968-07-13,tt0059914,I criminali della galassia,,Calendario 1968
1968-07-19,tt0238330,Cento milioni per morire,,Calendario 1968
1968-07-21,tt0062078,OK Connery,,Calendario 1968
1968-07-25,tt0057639,Il segno del coyote,,Calendario 1968
1968-07-27,tt0060830,Le piacevoli notti,,Calendario 1968
1968-07-30,tt0202956,Suspense per un assassino,,Calendario 1968
1968-08-01,tt0063294,L'implacabile caccia,,Calendario 1968
1968-08-03,tt0060441,Furia a Marrakech,,Calendario 1968
1968-08-05,tt0052698,Asfalto che scotta,,Calendario 1968
1968-08-11,tt0063364,"Non aspettare Django, spara",,Calendario 1968
1968-08-15,tt0048340,L'uomo senza paura,,Calendario 1968
1968-08-20,tt0062479,La via del West,,Calendario 1968
1968-08-21,tt0060826,"Perry Grant, agente di ferro",,Calendario 1968
1968-08-25,tt0062370,Il tigre,,Calendario 1968
1968-08-27,tt0061582,Django spara per primo,,Calendario 1968
1968-08-29,tt0062293,I sovversivi,,Calendario 1968
1968-08-30,tt0060468,Goldsnake 'Anonima Killers',,Calendario 1968
1968-09-01,tt0062709,Bang Bang Kid,,Calendario 1968
1968-09-03,tt0059388,Sopra e sotto il letto,,Calendario 1968
1968-09-04,tt0061595,"Fermi tutti, cominciamo daccapo!",,Calendario 1968
1968-09-05,tt0061328,L'incidente,,Calendario 1968
1968-09-07,tt0062082,Se sei vivo spara,,Calendario 1968
1968-09-10,tt0059121,I due toreri,,Calendario 1968
1968-09-11,tt0180270,L'assassino venuto dal passato,,Calendario 1968
1968-09-13,tt0059686,Agente segreto Jerry Cotton: operazione Uragano,,Calendario 1968
1968-09-15,tt0200096,Se vuoi vivere... spara!,,Calendario 1968
1968-09-17,tt0062457,Il ladro di Parigi,,Calendario 1968
1968-09-18,tt0060983,Dominique,,Calendario 1968
1968-09-24,tt0064243,Il dolce corpo di Deborah,,Calendario 1968
1968-09-25,tt0061956,Dossier Marocco 7,,Calendario 1968
1968-10-01,tt0061333,Un maggiordomo nel Far West,,Calendario 1968
1968-10-02,tt0061173,Stazione luna,,Calendario 1968
1968-10-05,tt0176754,Giarrettiera Colt,,Calendario 1968
1968-10-07,tt0061144,Gli uomini dal passo pesante,,Calendario 1968
1968-10-08,tt0062969,Il figlio di Aquila Nera,,Calendario 1968
1968-10-11,tt0048047,Bandiera di combattimento,,Calendario 1968
1968-10-12,tt0064167,La cintura di castità,,Calendario 1968
1968-10-13,tt0061052,La ragazza yè yè,,Calendario 1968
1968-10-16,tt0061600,Due rrringos nel Texas,,Calendario 1968
1968-10-17,tt0058859,2+5: Missione Hydra,,Calendario 1968
1968-10-18,tt0062682,Omicidio per vocazione,,Calendario 1968
1968-10-22,tt0061831,La gang dei diamanti,,Calendario 1968
1968-10-23,tt0061500,Come rubare la corona d'Inghilterra,,Calendario 1968
1968-10-29,tt0061357,Angelica e il gran sultano,,Calendario 1968
1968-11-01,tt0061646,I fantastici 3 $upermen,,Calendario 1968
1968-11-02,tt0181613,John il bastardo,,Calendario 1968
1968-11-05,tt0144626,Il suo nome gridava vendetta,,Calendario 1968
1968-11-06,tt0148086,Dove si spara di più,,Calendario 1968
1968-11-10,tt0125881,Il lungo giorno del massacro,,"Calendario 1968, Morganite 1968-69"
1968-11-13,tt0062229,Frank Costello faccia d'angelo,,Calendario 1968
1968-11-17,tt0060589,Uccidete Johnny Ringo,,Calendario 1968
1968-11-18,tt0061515,Uno sconosciuto in casa,,Calendario 1968
1968-11-19,tt0062902,Donne... botte e bersaglieri,,Calendario 1968
1968-11-21,tt0062397,Troppo per vivere... poco per morire,,Calendario 1968
1968-11-23,tt0196881,Quanto costa morire,,Calendario 1968
1968-11-26,tt0061610,"3 fusti, 2 bambole e... 1 tesoro",,Calendario 1968
1968-11-27,tt0186531,I sette fratelli Cervi,,Calendario 1968
1968-12-01,tt0060401,Il faraone,,"Calendario 1968, Morganite 1968-69"
1968-12-02,tt0053076,Il dottor Zigano,,Calendario 1968
1968-12-03,tt0055818,Il ritorno di Joselito,,Calendario 1968
1968-12-04,tt0061135,4 bassotti per 1 danese,,Calendario 1968
1968-12-05,tt0063011,Gangsters '70,,Calendario 1968
1968-12-07,tt0066451,I lunghi giorni dell'odio,,"Calendario 1968, Morganite 1968-69"
1968-12-09,tt0060084,Pochi dollari per Django,,Calendario 1968
1968-12-10,tt0188970,Notti nude,,Calendario 1968
1968-12-12,tt0060048,40 fucili al Passo Apache,,Calendario 1968
1968-12-15,tt0194837,Ed ora... raccomanda l'anima a Dio!,,"Calendario 1968, Morganite 1968-69"
1968-12-17,tt0062451,La ragazza della notte,,Calendario 1968
1968-12-19,tt0061758,Angeli dell'inferno sulle ruote,,Calendario 1968
1968-12-22,tt0171038,...e venne il tempo di uccidere,,"Calendario 1968, Morganite 1968-69"
1968-12-23,tt0058362,Jacqueline e gli uomini,,Morganite 1968-69
1968-12-24,tt0062305,Stasera mi butto,,"Calendario 1968, Morganite 1968-69"
1968-12-29,tt0064208,Da uomo a uomo,,"Calendario 1968, Morganite 1968-69"
1968-12-30,tt0060516,Sesso perduto,,Morganite 1968-69
1969-01-01,tt0061384,I barbieri di Sicilia,,Morganite 1968-69
1969-01-02,tt0055587,Bandito sì... ma d'onore,,Morganite 1968-69
1969-01-03,tt0061575,Dio non paga il sabato,,Morganite 1968-69
1969-01-04,tt0148703,Sapevano solo uccidere,,Morganite 1968-69
1969-01-06,tt0060483,Pistole roventi,,Morganite 1968-69
1969-01-12,tt0198859,O tutto o niente,,Morganite 1968-69
1969-01-14,tt0155678,Don Chisciotte e Sancio Panza,,Morganite 1968-69
1969-01-15,tt0135171,Pattuglia anti gang,,Morganite 1968-69
1969-01-16,tt0060209,Il carnevale dei ladri,,Morganite 1968-69
1969-01-17,tt0061986,Mon amour Mon amour,,Morganite 1968-69
1969-01-19,tt0062413,L'ultimo killer,,Morganite 1968-69
1969-01-21,tt0061452,James Bond 007 - Casino Royale,,Morganite 1968-69
1969-01-22,tt0172346,"La donna, il sesso e il superuomo",,Morganite 1968-69
1969-01-23,tt0063285,Il grande inquisitore,,Morganite 1968-69
1969-01-24,tt0060993,Fumo di Londra,,Morganite 1968-69
1969-01-25,tt0062467,Gli occhi della notte,,Morganite 1968-69
1969-01-26,tt0062179,L'invincibile Superman,,Morganite 1968-69
1969-01-29,tt0060829,Le pipe,,Morganite 1968-69
1969-01-30,tt0061992,Vivi ma non uccidere,,Morganite 1968-69
